workunit,workunit_id,project,project_id,collect_start,collect_end,ql,spec,p_method,dem_gsd_meters,horiz_crs,vert_crs,geoid,lpc_pub_date,lpc_update,lpc_category,lpc_reason,sourcedem_pub_date,sourcedem_update,sourcedem_category,sourcedem_reason,onemeter_category,onemeter_reason,seamless_category,seamless_reason,lpc_link,sourcedem_link,metadata_link
VT_Eastern_Vermont_3_2014,178960,Eastern_Vermont_LiDAR_FY2014,20054,2014/11/08,2015/11/04,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.7,"6589","5703",GEOID12A,2023/09/15,,Expected to meet,Awaiting final absolute vertical accuracy assessment ,2023/09/15,,Expected to meet,Awaiting final absolute vertical accuracy assessment ,Pending publication,Awaiting final absolute vertical accuracy assessment ,Pending publication,Awaiting final absolute vertical accuracy assessment ,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Eastern_Vermont_LiDAR_FY2014/VT_Eastern_Vermont_3_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Eastern_Vermont_LiDAR_FY2014/VT_Eastern_Vermont_3_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Eastern_Vermont_LiDAR_FY2014/VT_Eastern_Vermont_3_2014
VT_EasternVermont_L1_2014,20052,Eastern_Vermont_LiDAR_FY2014,20054,2014/11/11,2015/11/04,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.7,"6590","5703",GEOID12A,2017/10/10,,Meets with variance,LPC meets v1.0 or draft LBS,2017/09/05,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Eastern_Vermont_LiDAR_FY2014/VT_EasternVermont_L1_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Eastern_Vermont_LiDAR_FY2014/VT_EasternVermont_L1_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Eastern_Vermont_LiDAR_FY2014/VT_EasternVermont-L1_2014
VT_E_Vermont_L2_2014,74012,Eastern_Vermont_LiDAR_FY2014,20054,2014/11/11,2015/11/04,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.7,"6590","5703",GEOID12A,2017/10/11,,Meets with variance,LPC meets v1.0 or draft LBS,2017/09/25,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Eastern_Vermont_LiDAR_FY2014/VT_E_Vermont_L2_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Eastern_Vermont_LiDAR_FY2014/VT_E_Vermont_L2_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Eastern_Vermont_LiDAR_FY2014/VT_E-Vermont-L2_2014
PA_Sandy_2014,11613,PA_Pennsylvania_SANDY_LiDAR_15,11615,2014/11/25,2014/12/31,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6347","5703",GEOID12A,2015/07/23,,Meets with variance,LPC meets v1.0 or draft LBS,2015/07/22,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/PA_Pennsylvania_SANDY_LiDAR_15/PA_Sandy_2014,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/PA_Pennsylvania_SANDY_LiDAR_15/PA_Sandy_2014
KS_SCentral_L4_2015,32542,S_Central_NE_NW_Kansas_Lidar,29347,2014/11/29,2015/03/15,QL 2,USGS Lidar Base Specification 1.2,linear-mode lidar,1,"3744","5703",GEOID12A,2017/03/17,,Meets,Meets 3DEP LPC requirements,2017/03/16,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/S_Central_NE_NW_Kansas_Lidar/KS_SCentral_L4_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/S_Central_NE_NW_Kansas_Lidar/KS_SCentral_L4_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/S_Central_NE_NW_Kansas_Lidar/KS_SCentral-L4_2015
TX_RioGrand_FTWhit_2014,23215,FEMA_Region_6_TX_Rio_Grande_and_Fort_Whitman_Watershed_QL2_LiDAR,23217,2014/11/30,2014/12/11,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6342","5703",GEOID12A,2016/06/23,,Meets with variance,LPC meets v1.0 or draft LBS,2016/06/29,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FEMA_Region_6_TX_Rio_Grande_and_Fort_Whitman_Watershed_QL2_LiDAR/TX_RioGrand_FTWhit_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FEMA_Region_6_TX_Rio_Grande_and_Fort_Whitman_Watershed_QL2_LiDAR/TX_RioGrand-FTWhit_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FEMA_Region_6_TX_Rio_Grande_and_Fort_Whitman_Watershed_QL2_LiDAR/TX_RioGrand-FTWhit_2014
FL_PeaceRiver_2014,64353,FL_PeaceRiver_2014_C17,64356,2014/12/01,2015/11/06,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,,"2882","6360",GEOID12B,2018/04/26,,Meets with variance,LPC meets v1.0 or draft LBS,2018/04/26,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_PeaceRiver_2014_C17/FL_PeaceRiver_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_PeaceRiver_2014_C17/FL_PeaceRiver_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_PeaceRiver_2014_C17/FL_PeaceRiver_2014
IL_ChristianCo_2014,19739,NRCS_Christian_County_IL_4ppsm_LiDAR,19741,2014/12/03,2015/03/16,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.914,"3444","6360",GEOID12B,2016/11/16,,Meets with variance,LPC meets v1.0 or draft LBS,2016/11/16,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NRCS_Christian_County_IL_4ppsm_LiDAR/IL_ChristianCo_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NRCS_Christian_County_IL_4ppsm_LiDAR/IL_ChristianCo_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NRCS_Christian_County_IL_4ppsm_LiDAR/IL_ChristianCo_2014
MI_LeelanauCo_2015,47807,MI_13County_2015_C16,46447,2014/12/06,2014/12/23,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.6096,"6494","8228",GEOID12A,2017/11/08,,Meets with variance,LPC meets v1.0 or draft LBS,2017/11/17,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MI_13County_2015_C16/MI_LeelanauCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MI_13County_2015_C16/MI_LeelanauCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MI_13County_2015_C16/MI_LeelanauCo_2015
MI_ManisteeCo_2015,47810,MI_13County_2015_C16,46447,2014/12/06,2014/12/23,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.6096,"6494","8228",GEOID12A,2017/12/11,,Meets with variance,LPC meets v1.0 or draft LBS,2017/09/12,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MI_13County_2015_C16/MI_ManisteeCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MI_13County_2015_C16/MI_ManisteeCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MI_13County_2015_C16/MI_ManisteeCo_2015
MI_13Co_VanBurrenCo_2015,46460,MI_13County_2015_C16,46447,2014/12/07,2014/12/23,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.9144,"6499","8228",GEOID12A,2017/06/13,,Meets with variance,LPC meets v1.0 or draft LBS,2017/07/27,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MI_13County_2015_C16/MI_13Co_VanBurrenCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MI_13County_2015_C16/MI_13Co_VanBurrenCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MI_13County_2015_C16/MI_13Co-VanBurrenCo_2015
OK_Cache_L5_2014,23355,Cache_OK_QL2_LiDAR_2ppsm,23357,2014/12/08,2015/01/17,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"26914","5703",GEOID12A,2015/12/31,,Meets with variance,LPC meets v1.0 or draft LBS,2015/12/22,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Cache_OK_QL2_LiDAR_2ppsm/OK_Cache_L5_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Cache_OK_QL2_LiDAR_2ppsm/OK_Cache-L5_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Cache_OK_QL2_LiDAR_2ppsm/OK_Cache-L5_2014
MI_AlleganCo_2015,46444,MI_13County_2015_C16,46447,2014/12/10,2015/12/23,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,0.913999974727631,"6499","8228",GEOID12A,2017/05/25,,Meets with variance,LPC meets v1.0 or draft LBS,2017/07/27,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MI_13County_2015_C16/MI_AlleganCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MI_13County_2015_C16/MI_AlleganCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MI_13County_2015_C16/MI_AlleganCo_2015
AK_Ifsar_MidAcc_Summer_C58_2015,33613,Alaska_Mid_Accuracy_DEM_Summer_2015,33609,2015/01/01,2015/12/31,QL 5,Other,Ifsar,5,"3338","5703",GEOID09,,,Not Applicable,Not Applicable,2016/08/30,,Meets,Meets 3DEP source DEM requirements - IfSAR AK,Does not meet,Non-lidar source,Meets,Meets 3DEP seamless DEM requirements,,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Alaska_Mid_Accuracy_DEM_Summer_2015/AK_Ifsar-MidAcc-Summer-C58_2015
IL_WashingtonCo_2015,41144,Illinois_Contributed_3County_QL3_15,41137,2015/01/01,2015/03/15,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1.219,"6457","6360",GEOID12A,2016/10/04,,Does not meet,Point density < 2 ppsm,2016/10/04,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Illinois_Contributed_3County_QL3_15/IL_WashingtonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Illinois_Contributed_3County_QL3_15/IL_WashingtonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Illinois_Contributed_3County_QL3_15/IL_WashingtonCo_2015
IL_ClintonCo_2015,42261,IL_5_County_2014_15,41765,2015/01/01,2015/03/15,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1.219,"6457","6360",GEOID12A,2016/10/06,,Does not meet,Point density < 2 ppsm,2016/10/17,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/IL_5_County_2014_15/IL_ClintonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/IL_5_County_2014_15/IL_ClintonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/IL_5_County_2014_15/IL_ClintonCo_2015
NC_Sandy_L13_2014,21038,North_Carolina_SANDY_LiDAR,9759,2015/01/01,2015/12/31,QL 2,Draft Version 12,linear-mode lidar,1.524,"6543","6360",GEOID12A,2015/11/30,,Meets with variance,LPC meets v1.0 or draft LBS,2015/11/30,,Does not meet,DEM GSD does not meet specification,Does not meet,Source DEM does not meet,Does not meet,Source data do not meet requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/North_Carolina_SANDY_LiDAR/NC_Sandy_L13_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/North_Carolina_SANDY_LiDAR/NC_Sandy-L13_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/North_Carolina_SANDY_LiDAR/NC_Sandy_L13_2014
FL_BrightonReservation_2015,30042,Seminole_Tribe_of_Florida_Brighton_Reservation_QL1_LiDAR,30045,2015/01/01,2015/12/31,QL 1,USGS Lidar Base Specification 1.0,linear-mode lidar,10,"2236",Unknown,Unknown,,,Does not meet,LPC not available,2016/11/07,,Does not meet,Source DEM not available,Does not meet,Source DEM not availabe,Meets,Meets 3DEP seamless DEM requirements,,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Seminole_Tribe_of_Florida_Brighton_Reservation_QL1_LiDAR/FL_BrightonReservation_2015
Alaska_Mid_Accuracy_DEM_Summer_2015,33613,Alaska_Mid_Accuracy_DEM_Summer_2015,33609,2015/01/01,2015/12/31,QL 5,Other,Ifsar,5,"3338","5703",Unknown,,,Not Applicable,Not Applicable,2016/08/16,,Meets,Meets 3DEP source DEM requirements - IfSAR AK,Does not meet,Non-lidar source,Meets,Meets 3DEP seamless DEM requirements,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Alaska_Mid_Accuracy_DEM_Summer_2015/Alaska Mid-Accuracy DEM Summer 2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Alaska_Mid_Accuracy_DEM_Summer_2015/Alaska_Mid_Accuracy_DEM_Summer_2015
IL_BondCo_2015,41135,Illinois_Contributed_3County_QL3_15,41137,2015/01/01,2015/01/20,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1.219,"6457","6360",GEOID12A,2016/10/19,,Does not meet,Point density < 2 ppsm,2016/10/19,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Illinois_Contributed_3County_QL3_15/IL_BondCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Illinois_Contributed_3County_QL3_15/IL_BondCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Illinois_Contributed_3County_QL3_15/IL_BondCo_2015
TX_Archer_Jack_2014,23172,FEMA_Region_6_Archer_and_Jack_Counties_TX_QL2_LiDAR,23174,2015/01/04,2015/03/12,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6343","5703",GEOID12A,2016/06/30,,Meets with variance,LPC meets v1.0 or draft LBS,2016/07/05,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FEMA_Region_6_Archer_and_Jack_Counties_TX_QL2_LiDAR/TX_Archer_Jack_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FEMA_Region_6_Archer_and_Jack_Counties_TX_QL2_LiDAR/TX_Archer-Jack_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FEMA_Region_6_Archer_and_Jack_Counties_TX_QL2_LiDAR/TX_Archer-Jack_2014
AR_R6_WashingtonCO_2015,41699,FEMA_Region_6_Arkansas_QL2_LiDAR,23369,2015/01/05,2015/01/24,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6344","5703",GEOID12A,2016/07/14,,Meets with variance,LPC meets v1.0 or draft LBS,2016/07/15,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6_WashingtonCO_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6-WashingtonCO_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6-WashingtonCO_2015
AR_R6_LowerBlackwaterWS_2015,41702,FEMA_Region_6_Arkansas_QL2_LiDAR,23369,2015/01/14,2015/01/24,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6344","5703",GEOID12B,2016/07/19,,Meets with variance,LPC meets v1.0 or draft LBS,2016/07/20,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6_LowerBlackwaterWS_2015,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6-LowerBlackwaterWS_2015
AR_R6_JeffersonCO_2015,23367,FEMA_Region_6_Arkansas_QL2_LiDAR,23369,2015/01/16,2015/01/18,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"6344","5703",GEOID12A,2016/08/29,,Meets with variance,LPC meets v1.0 or draft LBS,2016/08/29,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6_JeffersonCO_2015,,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FEMA_Region_6_Arkansas_QL2_LiDAR/AR_R6-JeffersonCO_2015
LA_SoTerrebonne_GI_2015,24793,South_Terrebonne_and_Gulf_Islands_LiDAR,24795,2015/01/18,2015/02/13,QL 2,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"26915","5703",GEOID12A,2016/10/18,,Meets with variance,LPC meets v1.0 or draft LBS,2016/10/20,,Meets with variance,Source DEM meets v1.0 or draft LBS,Meets with variance,LPC meets v.1.0 or earlier draft specification,Meets with variance,LPC meets v.1.0 or earlier draft specification,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/South_Terrebonne_and_Gulf_Islands_LiDAR/LA_SoTerrebonne_GI_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/South_Terrebonne_and_Gulf_Islands_LiDAR/LA_SoTerrebonne-GI_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/South_Terrebonne_and_Gulf_Islands_LiDAR/LA_SoTerrebonne-GI_2015
MO_AR_Mercer_Grundy_2014,11062,MO_AR_2014_Lidar,11045,2015/01/23,2015/01/26,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1,"26915","5703",GEOID12A,2016/07/06,,Does not meet,Point density < 2 ppsm,2024/06/12,2024/06/12,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MO_AR_2014_Lidar/MO_AR_Mercer_Grundy_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MO_AR_2014_Lidar/MO-AR_Mercer-Grundy_2014,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MO_AR_2014_Lidar/MO-AR_Mercer-Grundy_2014
IL_5county_MarionCo_2015,41763,IL_5_County_2014_15,41765,2015/01/24,2015/02/06,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1.219,"6455","6360",GEOID12A,2016/11/18,,Does not meet,Point density < 2 ppsm,2016/11/18,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/IL_5_County_2014_15/IL_5county_MarionCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/IL_5_County_2014_15/IL_5county_MarionCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/IL_5_County_2014_15/IL_5county_MarionCo_2015
IL_JeffersonCo_2015,41142,Illinois_Contributed_3County_QL3_15,41137,2015/01/24,2016/02/06,QL 3,USGS Lidar Base Specification 1.0,linear-mode lidar,1.219,"6455","6360",GEOID12A,2016/10/24,,Does not meet,Point density < 2 ppsm,2016/10/25,,Does not meet,LPC does not meet,Does not meet,LPC does not meet,Does not meet,LPC does not meet,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/Illinois_Contributed_3County_QL3_15/IL_JeffersonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/Illinois_Contributed_3County_QL3_15/IL_JeffersonCo_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/Illinois_Contributed_3County_QL3_15/IL_JeffersonCo_2015
MS_Coastal_Z15_2015,27068,MS_Coastal_QL2_LiDAR_with_3DEP_Extension,27070,2015/01/28,2015/04/02,QL 2,USGS Lidar Base Specification 1.2,linear-mode lidar,1,"6344","5703",GEOID12B,2017/02/21,,Meets,Meets 3DEP LPC requirements,2017/03/03,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_Z15_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_Z15_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal-Z15_2015
MS_Coastal_3DEPExt_Coastal_AOI_2015,63010,MS_Coastal_QL2_LiDAR_with_3DEP_Extension,27070,2015/01/28,2015/04/02,QL 2,USGS Lidar Base Specification 1.2,linear-mode lidar,,"6507","6360",GEOID12A,2018/01/12,2024/05/08,Meets,Meets 3DEP LPC requirements,2018/01/17,2024/05/08,Does not meet,DEM GSD does not meet specification,Does not meet,Source DEM does not meet,Does not meet,Source data do not meet requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_3DEPExt_Coastal_AOI_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_3DEPExt_Coastal_AOI_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal-3DEPExt-Coastal-AOI_2015
MS_Coastal_3DEP_Extension_UTM16_2015,66978,MS_Coastal_QL2_LiDAR_with_3DEP_Extension,27070,2015/01/28,2015/04/02,QL 2,USGS Lidar Base Specification 1.2,linear-mode lidar,1,"6345","5703",GEOID12B,2017/03/20,,Meets,Meets 3DEP LPC requirements,2017/03/20,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_3DEP_Extension_UTM16_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal_3DEP_Extension_UTM16_2015,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MS_Coastal_QL2_LiDAR_with_3DEP_Extension/MS_Coastal-3DEP-Extension-UTM16_2015
